RESULT ID UNIQUE,Result_ID,Bloom_Report_ID,Case_Assignment,Case_ID,Number_of_Blooms_Linked_to_Case,Report_Type,Water_Body_Name,Official_Water_Body_Name,Landmark,County,Regional_Water_Board,Bloom_Latitude,Bloom_Longitude,Bloom_Datum,Reported_Management_Organizations,DDW_District_Office,Drinking_Water_Source,Water_Body_Manager,Rec_Land_Manager,Water_Body_Use,Water_Body_Type,Bloom_Location,Bloom_Size,Bloom_Texture,Bloom_Type,Datum,Latitude,Longitude,Measurement_Type,Measurement_Unit,Measurement_Value,Proposed_Lab_Analyses,Results_Date,Sample_Date,Sample_ID,Sample_Location,Data_Type,Site,Taxa,Water_Surface_Condition,Weather_Condition,Analysis_Type,Method,Analyte_Class,Analyte,Sample_Type
F1275,1275,2593,,625,22,,Lake Isabella,Lake Isabella,Tillie Creek Campground,Kern,Region 5 - Central Valley,35.698288,-118.45187,,State Water Resources Control Board,,Unknown,County Environmental Health Department,County Water Resources Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1276,1276,2645,,625,22,Public Reporting,Lake Isabella,Lake Isabella,Lake Isabella,Kern,Region 5 - Central Valley,35.652267,-118.47718,,,,Yes,Unknown,Unknown,,Reservoir,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1277,1277,2762,,629,1,,Old River,Old River,at Kings Island,Contra Costa,Region 5 - Central Valley,37.857911,-121.56665,,Central Valley Water Board,,Yes,Unknown,Unknown,,Wadeable stream,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1278,1278,2763,,630,4,,Old River,Old River,at Rancho del Rio,San Joaquin,Region 5 - Central Valley,37.969546,-121.5723,,Central Valley Water Board,,No,Unknown,Unknown,,Wadeable stream,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1279,1279,2850,,630,4,,Old River,Old River,at Kings Island,San Joaquin,Region 5 - Central Valley,37.858238,-121.5683,,,,Yes,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1280,1280,3039,,630,4,,Old River,Old River,near Quimby Island,San Joaquin,Region 5 - Central Valley,38.0272,-121.5645,WGS84,CA Waterboard Region 5,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1281,1281,3052,,630,4,,Old River,Old River,near Franks Tract near Terminus,San Joaquin,Region 5 - Central Valley,38.0711,-121.5789,WGS84,CA Waterboard Region 5,,Unknown,Unknown,Unknown,,Wadeable stream,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1282,1282,2679,,631,3,,O'Neill Forebay,O'Neill Reservoir,Outlet/Check 13,Merced,Region 5 - Central Valley,37.0742,-121.051,,Department of Water Resources (DWR),,Unknown,California Department of Water Resources,California State Parks,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1283,1283,2682,,631,3,,O'Neill Forebay,O'Neill Reservoir,boat launch,Merced,Region 5 - Central Valley,37.083889,-121.05916,,Department of Water Resources (DWR),,Unknown,California Department of Water Resources,County Environmental Health Department,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1284,1284,2968,,631,3,,O'Neill Forebay,O'Neill Reservoir,Gianelli Pumping Plant,Merced,Region 5 - Central Valley,37.069662,-121.07727,WGS84,Central Valley Water Board,,Unknown,Unknown,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1285,1285,2770,,632,2,Public Reporting,Natomas Park,Other Lake or Reservoir,Natomas Park Pond by Natomas Park Soccer Field #4,Sacramento,Region 5 - Central Valley,38.66766,-121.50497,,,,No,Unknown,Unknown,,Pond (<1 ha),,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1286,1286,2769,,632,2,Public Reporting,Natomas Park,Other Lake or Reservoir,Natomas Park Pond by Natomas Park Soccer Field #4,Sacramento,Region 5 - Central Valley,38.66766,-121.50497,,,,No,City Department,City Department,,Pond (<1 ha),,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1287,1287,2644,,633,1,Public Reporting,unnamed private pond,"Other River, Stream, or Creek",unspecified,Madera,Region 5 - Central Valley,36.961651,-119.797546,,,,Yes,Unknown,Unknown,,,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1288,1288,2887,,634,1,Public Reporting,Sacramento River,Sacramento River,Sandy Beach State Park (Beach),San Joaquin,Region 5 - Central Valley,38.140573,-121.69477,,DOI - Fish & Wildlife Service,,Yes,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1289,1289,2827,,635,1,Public Reporting,Whiskey Slough,Sacramento-San Joaquin Delta,Delta,San Joaquin,Region 5 - Central Valley,37.963056,-121.46805,,N/A,,Unknown,Unknown,Unknown,,Other,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1290,1290,2854,,636,4,,San Joaquin River,San Joaquin River,at Buckley Cove North,San Joaquin,Region 5 - Central Valley,37.977902,-121.38034,,Central Valley Water Board,,No,Unknown,Unknown,,Wadeable stream,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1291,1291,2882,,636,4,,San Joaquin River,San Joaquin River,near Stockton Rod and Gun Club,San Joaquin,Region 5 - Central Valley,37.954272,-121.34425,WGS84,CA Waterboard Region 5,,Yes,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1292,1292,2891,,637,2,,Antioch Dunes National Wildlife Refuge,San Joaquin River,(DOI - FWS access),Contra Costa,Region 5 - Central Valley,38.014789,-121.78457,,DOI - Fish & Wildlife Service,,No,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1293,1293,2889,,636,4,Public Reporting,San Joaquin River,San Joaquin River,"on Sherman Island East Levee Rd, Eddo harbor",Sacramento,Region 5 - Central Valley,38.050629,-121.69968,,DOI - Fish & Wildlife Service,,Unknown,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1294,1294,2932,,637,2,,Antioch Dunes National Wildlife Refuge,San Joaquin River,at San Joaquin River,Contra Costa,Region 5 - Central Valley,38.015,-122,,,,No,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1295,1295,2931,,636,4,,San Joaquin River,San Joaquin River,Eddos Harbor dock,San Joaquin,Region 5 - Central Valley,38.051,-122,,,,Unknown,Unknown,Unknown,,Wadeable stream,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1296,1296,2994,,638,1,,San Joaquin River,San Joaquin River,at Sycamore Island,Madera,Region 5 - Central Valley,36.8840526,-120.07449,,"OEHHA, PETB",,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1297,1297,2681,,639,3,,San Luis Reservoir,San Luis Reservoir,Basalt Boat Launch,Merced,Region 5 - Central Valley,37.038611,-121.09305,,Department of Water Resources (DWR),,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1298,1298,2766,,639,3,,San Luis Reservoir,San Luis Reservoir,Waterbody name submitted:Agua Hedionda Lagoon;Landmark submitted:None,Merced,Region 5 - Central Valley,37.038611,-121.09305,,"OEHHA, PETB",,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1299,1299,3116,,639,3,,San Luis Reservoir,San Luis Reservoir,Basalt Boat Launch,Merced,Region 5 - Central Valley,37.038611,-121.09305,,Department of Water Resources (DWR),,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1300,1300,2888,,640,2,,Seven Mile Slough,Sevenmile Slough,in Brannan Island State Recreational Area,Sacramento,Region 5 - Central Valley,38.118587,-121.68412,,DOI - Fish & Wildlife Service,,Unknown,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1301,1301,2929,,641,1,Public Reporting,Seven Mile Slough,Sevenmile Slough,Brannan Island State Park,Sacramento,Region 5 - Central Valley,38.119,-122,,,,Unknown,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1302,1302,2993,,640,2,,Seven Mile Slough,Sevenmile Slough,near Brannan Island Beach Swimming Area,Sacramento,Region 5 - Central Valley,38.118905,-121.68391,WGS84,,,Unknown,Unknown,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1307,1307,2779,,647,4,,Bear Creek,White Slough,near Thornton Road,San Joaquin,Region 5 - Central Valley,38.043043,-121.35683,,Restore the Delta,,Yes,Unknown,Unknown,,Wadeable stream,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1308,1308,2647,,642,1,Public Reporting,Shasta Lake,Shasta Lake,Pit River Arm,Shasta,Region 5 - Central Valley,40.757456,-122.19001,,,,Unknown,United States Bureau of Reclamation,Unknown,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1309,1309,2890,,643,1,Public Reporting,Sherman Lake,Sherman Lake,Sherman Island Park at Boat Ramp,Sacramento,Region 5 - Central Valley,38.055699,-121.78488,,DOI - Fish & Wildlife Service,,Unknown,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1310,1310,2746,,644,2,,Smith Canal,Smith Canal,at Yosemite Lake,San Joaquin,Region 5 - Central Valley,37.9673037,-121.30852,,,,No,City Department,City Department,,,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1311,1311,2853,,644,2,,Smith Canal,Smith Canal,west end,San Joaquin,Region 5 - Central Valley,37.958487,-121.34496,,Central Valley Water Board,,No,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1312,1312,3053,,645,1,Public Reporting,Mokelumne River,South Fork Mokelumne River,near Highway 12,Sacramento,Region 5 - Central Valley,38.1061,-121.5711,WGS84,CA Waterboard Region 5,,Unknown,Unknown,Unknown,,Wadeable stream,,between a football field and a tennis court,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1313,1313,3037,,646,1,Public Reporting,Turner Cut,Turner Cut,near San Joaquin River,San Joaquin,Region 5 - Central Valley,37.9928,-121.4542,WGS84,CA Waterboard Region 5,,Unknown,Unknown,Unknown,,,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1314,1314,2856,,647,4,,White Slough,White Slough,by Laughlin Park,San Joaquin,Region 5 - Central Valley,38.042907,-121.35162,WGS84,CA Waterboard Region 5,,Unknown,Unknown,City Department,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1315,1315,2885,,647,4,Public Reporting,White Slough,White Slough,King's Island Marina,San Joaquin,Region 5 - Central Valley,38.058193,-121.45872,,DOI - Fish & Wildlife Service,,No,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1325,1325,2859,,654,1,,Cold Stream,Cold Stream Creek,~0.9mi below Rice Cyn. Cr.,Sierra,Region 5 - Central Valley,39.5271,-120.2894,NAD83,,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1326,1326,2801,,655,1,Public Reporting,Crystal Lake,Crystal Lake,Crystal Lake,Mono,Region 6 - Lahontan,37.593889,-119.0175,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1316,1316,2926,,647,4,Public Reporting,White Slough,White Slough,King's Island Marina,San Joaquin,Region 5 - Central Valley,38.058674,-121.45863,,DOI - Fish & Wildlife Service,,Unknown,Unknown,Unknown,,,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1317,1317,2796,,648,1,Public Reporting,Ash Creek,Ash Creek,3.2mi above Rush Cr.,Modoc,Region 5 - Central Valley,41.2087,-120.8674,NAD83,,,No,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1318,1318,2658,,649,1,,Barry Creek,Barry Creek,,Trinity,Region 1 - North Coast,4010.319,-1234.08,,Trinity County Environmental Health,,Yes,Unknown,Unknown,,Wadeable stream,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1319,1319,2753,,650,3,,Bridgeport Reservoir,Bridgeport Reservoir,boat launch northeast shore,Mono,Region 6 - Lahontan,38.30994,-119.21816,WGS84,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1320,1320,2752,,650,3,,Bridgeport Reservoir,Bridgeport Reservoir,shore zone west of marina,Mono,Region 6 - Lahontan,37.773889,-119.08527,WGS84,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1321,1321,2826,,650,3,,Bridgeport Reservoir,Bridgeport Reservoir,,Mono,Region 6 - Lahontan,38.326417,-119.21122,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1322,1322,2806,,651,1,Public Reporting,Cache Creek,Cache Creek,NF ~0.4mi above Spanish Cr.,Lake,Region 5 - Central Valley,39.165446,-122.61998,NAD83,,,No,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1323,1323,2811,,652,1,Public Reporting,Cedar Creek,Cedar Creek,~0.7mi above Hwy 155,Kern,Region 5 - Central Valley,35.756,-118.5775,NAD83,,,No,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1324,1324,2877,,653,1,,Charity Valley Creek,Charity Valley Wetlands,next to trail,Alpine,Region 6 - Lahontan,38.67789,-119.90035,WGS84,,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1327,1327,3030,,656,1,,Deadman Creek,Deadman Creek,~5.8mi above Glass Cr.,Mono,Region 6 - Lahontan,37.7094425,-119.05823,,,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1328,1328,2772,,657,2,,Diaz Lake,Diaz Lake,Beach Area Near Dock,Inyo,Region 6 - Lahontan,36.5609633,-118.05243,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1329,1329,2771,,657,2,Agency/Partner Reporting,Diaz Lake,Diaz Lake,Tent Area,Inyo,Region 6 - Lahontan,36.56005,-118.05773,,,,Unknown,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1330,1330,2757,,658,1,,Donner Lake,Donner Lake,,Nevada,Region 6 - Lahontan,39.322285,-120.23938,,,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1331,1331,2744,,659,2,,Eagle Lake,Eagle Lake,,Lassen,Region 6 - Lahontan,40.56474,-120.83259,,Lahontan Water Board,,No,Unknown,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1332,1332,2992,,659,2,,Eagle Lake,Eagle Lake,Wildcat Point,Lassen,Region 6 - Lahontan,40.57287,-120.81132,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1333,1333,2750,,660,1,,Gull Lake,Gull Lake,,Mono,Region 6 - Lahontan,37.773889,-119.08527,WGS84,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1334,1334,2703,,661,1,Public Reporting,Heenan Reservoir,Heenan Reservoir,Heenan Reservoir,Alpine,Region 6 - Lahontan,38.65498,-119.66376,,Lahontan Water Board,,No,California Department of Fish and Wildlife,California Department of Fish and Wildlife,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1335,1335,2804,,662,1,,Horseshoe Lake,Horseshoe Lake,,Inyo,Region 6 - Lahontan,37.610556,-119.02,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1336,1336,2736,,663,1,,Indian Creek Reservoir,Indian Creek Reservoir,,Alpine,Region 6 - Lahontan,38.743679,-119.7809,,Lahontan Water Board,,No,South Tahoe Public Utility District,United States Bureau of Reclamation,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1337,1337,2615,,664,4,,Iron Gate Reservoir,Iron Creek,(RM 190.19),Siskiyou,Region 1 - North Coast,41.938214,-122.43222,,RWQCB1,,Unknown,Unknown,PacifiCorp,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1338,1338,2616,,664,4,,Iron Gate Reservoir,Iron Creek,at Camp Creek?(Public Health),Siskiyou,Region 1 - North Coast,41.972514,-122.43646,,RWQCB1,,Unknown,Unknown,PacifiCorp,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1339,1339,2618,,664,4,,Iron Gate Reservoir,Iron Creek,at Jay Williams Boat Ramp?(Public Health),Siskiyou,Region 1 - North Coast,41.962236,-122.44046,,RWQCB1,,Unknown,Unknown,PacifiCorp,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1340,1340,2617,,664,4,,Iron Gate Reservoir,Iron Creek,at Log Boom,Siskiyou,Region 1 - North Coast,41.938219,-122.43224,,RWQCB1,,Unknown,Unknown,PacifiCorp,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1341,1341,2749,,665,1,,June Lake,June Lake,beach,Mono,Region 6 - Lahontan,37.795172,-119.06954,WGS84,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1342,1342,2747,,666,4,,Crowley Lake,Lake Crowley,marina,Mono,Region 6 - Lahontan,37.582544,-118.73204,WGS84,,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1343,1343,2748,,666,4,,Crowley Lake,Lake Crowley,north end,Mono,Region 6 - Lahontan,37.634445,-118.73154,WGS84,,,No,Los Angeles Department of Water and Power,Los Angeles Department of Water and Power,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1344,1344,3000,,666,4,Public Reporting,Crowley Lake,Lake Crowley,Beaver Cove,Mono,Region 6 - Lahontan,37.603977,-118.74002,,,,Unknown,Unknown,Unknown,,Reservoir,,between a tennis court and a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1345,1345,3016,,666,4,Public Reporting,Crowley Lake,Lake Crowley,South Landing area,Mono,Region 6 - Lahontan,37.58235,-118.73252,,OEHHA,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1346,1346,2792,,667,1,,Lake George,Lake George,,Inyo,Region 6 - Lahontan,37.602222,-119.01138,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1347,1347,2643,,668,1,,Lake Gregory,Lake Gregory,,San Bernardino,Region 6 - Lahontan,34.247465,-117.26679,,,,Unknown,County Environmental Health Department,County Environmental Health Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1348,1348,2802,,669,1,Public Reporting,Lake Mary,Lake Mary,Lake Mary,Mono,Region 6 - Lahontan,37.60667,-119.005,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1349,1349,2648,,670,1,,Lake Tahoe,Lake Tahoe,North shore near Bristlecone Beach (near Tahoe City),Placer,Region 6 - Lahontan,39.1808,-120.116,,OEHHA,,Unknown,Unknown,Unknown,,Reservoir,,between a tennis court and a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1350,1350,2686,,671,9,,Lake Tahoe,Lake Tahoe,Private Beach on Victoria Dr.,El Dorado,Region 6 - Lahontan,39.017388,-120.1177,,LTBMU Forest Service,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1351,1351,2861,,672,1,Public Reporting,Lake Tahoe,Lake Tahoe,Kiva Beach,El Dorado,Region 6 - Lahontan,38.940606,-120.05523,,Reno Acupuncture & Integrative Medicine,,Unknown,Unknown,Unknown,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1352,1352,2857,,671,9,,Lake Tahoe,Lake Tahoe,Regan beach,El Dorado,Region 6 - Lahontan,38.9441,-119.98707,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1353,1353,2956,,671,9,,Lake Tahoe,Lake Tahoe,Baldwin beach,El Dorado,Region 6 - Lahontan,38.942451,-120.06478,,,,No,Unknown,Unknown,,Reservoir,,larger than a football field,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1354,1354,3044,,671,9,,Lake Tahoe,Lake Tahoe,Jeameson beach,El Dorado,Region 6 - Lahontan,38.938031,-120.03617,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1355,1355,3070,,671,9,,Lake Tahoe,Lake Tahoe,Timber cove marina,El Dorado,Region 6 - Lahontan,38.947493,-119.96678,,,,No,Unknown,City Department,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1356,1356,3079,,671,9,,Lake Tahoe,Lake Tahoe,Barton beach,El Dorado,Region 6 - Lahontan,38.943578,-119.99167,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1357,1357,3080,,671,9,,Lake Tahoe,Lake Tahoe,Cove East,El Dorado,Region 6 - Lahontan,38.941761,-120.00499,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1358,1358,3124,,671,9,,Lake Tahoe,Lake Tahoe,El Dorado Beach,El Dorado,Region 6 - Lahontan,38.944571,-119.97753,,,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1359,1359,3078,,671,9,,Lake Tahoe,Lake Tahoe,El Dorado Beach,El Dorado,Region 6 - Lahontan,38.944571,-119.97753,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1360,1360,2980,,673,1,,Little Truckee River,Little Mud Flat Lake,~1mi above Henness Pass Rd,Sierra,Region 6 - Lahontan,39.4931439,-120.28747,NAD83,,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1361,1361,3057,,674,1,Public Reporting,Long Lake,Long Lake,"in Little Lakes Valley, Mosquito Flat trailhead",Inyo,Region 6 - Lahontan,37.40859,-118.75755,,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1362,1362,2755,,675,1,Public Reporting,Martis Creek Reservoir,Martis Creek Reservoir,Martis Creek Reservoir,Nevada,Region 6 - Lahontan,39.319905,-120.11489,,,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1363,1363,2704,,676,1,,Red Lake,Red Lake,,Alpine,Region 6 - Lahontan,38.699,-119.969,,Lahontan Water Board,,No,California Department of Fish and Wildlife,California Department of Fish and Wildlife,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1364,1364,2795,,677,1,Public Reporting,Rock Creek,Rock Creek,~5.7mi above Jennie Creek,Plumas,Region 5 - Central Valley,40.3887,-121.1574,NAD83,,,No,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1365,1365,2951,,678,1,,Rock Creek,Rock Creek,,Mono,Region 6 - Lahontan,37.47829,-118.72113,NAD83,,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1366,1366,2751,,679,1,,Silver Lake,Silver Lake,,Mono,Region 6 - Lahontan,37.779456,-119.12887,WGS84,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1367,1367,2676,,680,4,Public Reporting,Silverwood Lake,Silverwood Reservoir,Sawpit Swim Beach,San Bernardino,Region 6 - Lahontan,34.28222,-117.335,,Department of Water Resources (DWR),,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1368,1368,3029,,682,1,,Virginia Creek,Virginia Creek,,Mono,Region 6 - Lahontan,38.0658,-119.22584,NAD83,,,Unknown,Unknown,Unknown,,Wadeable stream,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1369,1369,2678,,680,4,,Silverwood Lake,Silverwood Reservoir,Cleghorn Swim Beach,San Bernardino,Region 6 - Lahontan,34.286111,-117.34444,,Department of Water Resources (DWR),,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1370,1370,2677,,680,4,,Silverwood Lake,Silverwood Reservoir,outlet,San Bernardino,Region 6 - Lahontan,34.280289,-117.32992,,Department of Water Resources (DWR),,Unknown,California Department of Water Resources,California State Parks,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1371,1371,3027,,680,4,Public Reporting,Silverwood Lake,Silverwood Reservoir,Waterbody name submitted:Silverwood Lake.;Landmark submitted:specific location not currently identified,San Bernardino,Region 6 - Lahontan,34.298203,-117.32114,,"OEHHA, PETB",,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1372,1372,2754,,681,2,,Topaz Lake,Topaz Lake,pullout south of agricultural station,Mono,Region 6 - Lahontan,38.67195,-119.54808,WGS84,,,No,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1373,1373,3090,,681,2,Public Reporting,Topaz Lake,Topaz Lake,Campground and Boat Ramp,Nevada State,Region 6 - Lahontan,38.695778,-119.5218,,,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1374,1374,3058,,683,1,,West Walker River,West Walker River (Below Walker),"trail crossing in Lower Paiute Meadow, Hoover Wilderness",Mono,Region 6 - Lahontan,38.223362,-119.55198,,,,No,Unknown,Unknown,,Wadeable stream,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1375,1375,2655,,684,1,Public Reporting,Salton Sea,Salton Sea,State recreation area,Imperial; Riverside,Region 7 - Colorado River,33.504212,-115.91756,NAD83,CRWQCB Region7,,No,Unknown,Unknown,,Wetland,,smaller than a sedan,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1376,1376,2633,,685,10,,Big Bear Lake,Big Bear Lake,Stanfield Cutoff,San Bernardino,Region 8 - Santa Ana,34.25915,-116.88439,,RWQCB8,,No,Local Municipal Water District,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
F1377,1377,2639,,685,10,Public Reporting,Big Bear Lake,Big Bear Lake,Boyer Public Launch Ramp,San Bernardino,Region 8 - Santa Ana,34.25694,-116.953,,RWQCB8,,Unknown,Unknown,Unknown,,Reservoir,,,,,,0,0,,,0,,,,,,,,,,,,,,,Field
